,title,date,content
316,[討論] 從香港國安法來看「反中」與「反共」,5/23,[': 太危險']
317,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,"["": 那標題加幾個字 一樣可以繼續用 Taiwan can't help"", ': 反觀藍粉都支持鎮壓香港人！', ': 所以樓上藍粉？', ': sean12345678去八卦找啊', ': 現在八卦開始帶香港人壞壞的風向', ': 不然這麼糟糕的事你怎麼想得到？', ': 用用台灣價值一粒卡.....撑', ': 二樓只會還躲在螢幕後面聲援']"
318,[討論] 台灣人都喜歡嘴巴撐香港？,5/23,"[': 人家要移民來哪是你反對就不來', ': 支持跟反對的又不是同一批人', ': 不然要用懶叫嗎？', ': 用嘴巴撐香港 是一筆超划算的買賣', ': https://youtu.be/I_DXglN_dRY']"
319,Re: [討論] 香港明明有四成的人接受一國一制,5/23,"[': 再過二十年 移民洗到建制派90%了', ': 笑死 這種人的文回幹麻']"
320,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,[]
321,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,"[': 所以以人權角度不是應該無條件支持被迫害那方嗎？', ': 先在要先調查對方是不次機巴就對了？', ': 機巴被迫害是活該？', ': g8人被虐剛好而已 我又不是香港人 管他們去死', ': 還好我認識的香港人都還滿正常的', ': 希望阿共發瘋打來時美國人不會也覺得台灣人機巴', ': 台灣人會裝adblock  大家都沒收益 XDDDDDD']"
322,[討論] 香港明明有四成的人接受一國一制,5/23,"[': 建制派算支持兩制跟中央的啦', ': 你現在台灣投支持統一的搞不好也有30~40趴', ': 如果KMT的人歸位的話', ': 回樓上，投kmt的可以說他們討厭民進黨，但不等於支持統一。', ': 不過DPP也不敢辦公投 辦下去他們頭洗一半部好看', ': 不好看*', ': 那投建制派也不代表支持一國一制啊??', ': 香港未來好的很沒這麼誇張', ': 你把投建制派=支持一國一制好像太滑坡，這跟台灣投韓國渝=', ': 支持走向統一類似', ': 投國民黨不代表支持統一好嘛 紅秀柱喊到剩6趴', ': 香港本來就是中國的一部分 香港人下去C', ': 不然你叫國民黨大喊統一選下一次試試看', ': 我知道這類比不倫不類，所以說原po 的推論太武斷', ': 又不是投建制派就是支持一國一制', ': 很難相信有人要發展不要自由的', ': 因為錢比自由重要 有錢之後直接移民 管你香港自不自由', ': 台灣不接受一國兩制的人有95%', ': 但「不接受一國兩制」和「政治傾向親中」是兩件事', ': 總有一些人覺得中國好棒棒 資訊戰那些是假的']"
323,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,"[': 支那蟑螂！', ': TVB本來就是中共喉舌，你會用TVB拍的垃圾電視劇來仇', ': 港就代表你成功被中共帶風向了', ': 不知道為什麼香港人就是給人我就是高你一等的感覺']"
324,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,"[': 香港可以給台灣什麼回報? 投資期望值是0', ': 捐給強國有好處好嗎？dpp都比較聰明']"
325,[黑特] 真正能幫香港的方式,5/23,"[': 唉', ': 當然是繼續票投民進黨啊', ': F16熱車', ': 平常裝左謬正義理想 其實也很會算計的', ': 時代力量不是算計而是固執硬要這樣做，比算計還糟糕', ': 李倩怡是個問題人物 逾期居留 將台灣法律視之無物....']"
326,[討論] 台灣撐香港，票投民進黨，大家說好不好,5/23,"[': 還在崩？', ': 可以啊！快去中國', ': 智障才投民退黨，817投北七唷！', ': 8-7真好片 關心不介入 全民徵兵制啦', ': 完全執政還要別人做事?', ': 骯髒事別人做啊不然養側翼幹嘛']"
327,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,[]
328,[黑特] 介入香港比較不危險??????,5/23,"[': 介入是發個聲明這樣?', ': 柯粉又7pupu了']"
329,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,"[': 滯台支那賤畜/支那賤畜 到處竄 見怪不怪了! 忍忍吧!', ': 畜生沒什麼民主/人權素養的 !', ': 現在在喊他國事務的最扯 之前全台新聞聯播', ': 現在你支那 不乾我的事 要這樣一開始就不要說要幫', ': 把移民通道準備好 難民或政治庇護的法源準備好', ': 移民的資產移轉、就學、工作安排 high profile人物', ': 我哪有說不能關心 我是說現在有其他人喊他國事務 我覺', ': 得不行', ': 的 保密聯絡窗口跟 一站式服務 都先準備好', ': 最多就是聲援吧 不能再多了', ': 現在的移民入籍方式很煩的... 會需要很長的時間', ': 對於 你上面提的這些high profile的 不是大問題', ': 但是 對於 一般像你我 一樣的普通人 那就是天塹', ': 我們的移民法規 到現在 對於外籍入籍 還是很多限制', ': 很煩的 你想想你陸陸續續看到的新聞 比如瑞莎花了五', ': 年 比如 一輩子在台灣貢獻的幾位牧師', ': 比如 雅虎創辦人 楊致遠', ': 以及更多的 在台灣工作的移工', ': 支那賤畜專搞分化敵人 很成功的', ': 香港人可以去找他的母國英國呀！台灣沒欠香港什麼。', ': 那些已經逃離香港的香港人，現在有多少個站出來挺香港的', ': ？', ': 我們從來不欠香港什麼 要移民請回母國英國', ': 印尼看護 越南新娘 泰菲的勞工 對台灣的貢獻都比香港人多', ': ，這麼有愛心要不要也救救不得已逃跑的外勞？', ': 去年喊他國事務的是柯韓糞今年喊是綠粉 知道差別嗎']"
330,[討論] 欸欸！香港又怎麼了,5/23,"[': 共匪撕破臉，台灣兔死狐悲', ': 香港腳發作了 有問題逆', ': 共匪去摳的', ': 估狗', ': 放心沒你事 香港變韭菜早晚的 但他們會活的好好', ': 柯粉很欣慰香港的國安法', ': 要罷韓了，推起來']"
331,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,"[': 我覺得香港人不用太悲觀 看中國大陸其他地區韭菜都', ': 活的好好的', ': 你不能代表我 抱歉 我喜歡香港人 而且是2005年開始', ': 跟香港人交流就喜歡', ': 現在想想選前那些號召幫香港的都不見了', ': 我記得那時候還有人真的過去送物資 拍照', ': 這篇才是事實，很多人是因為不爽中共才挺香港。', ': 假如現在是港英治下在搞抗爭，台灣人絕對會比酸華航和', ': 長榮空姐還難聽一千倍。', ': 更不要說去聲援了。疆獨、藏獨、大紀元也是同理。', ': 結果真的要毀滅香港一國兩制的法律出現時', ': 真的就是關心不介入', ': 所以DPP做法我是覺得沒什麼不對。而且老實說啦，真的會', ': 逃出香港，美加英澳才是港人首選。去不了這些地方的中', ': 低階層才會想來台灣。', ': 被當提款機了 慘 其實根本一開始就沒任何事可做', ': 之前有些很愛喊 今日香港明日台灣 結果現在沒什麼人在喊了', ': https://i.imgur.com/As7JpjN.jpg', ': 民眾黨就是中共同路人', ': 自己的國家自己救。香港只能靠自己了', ': 就像台灣執政黨默默撤案一樣自己救', ': 統一條款都不敢刪當然更不敢阻擋祖國統一啊', ': 還蠻擔心之後會不會把滯台香港人遣返呢', ': 1樓講幹話 被割掉的韭菜多了 只是你當然看不到']"
332,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,"[': 說得真好', ': 重點不是撐香港 而是罵中共', ': 中共做過的爛事 長到我推文都打不完 你需要看香港才能知道', ': 中共是壞人 那只能說你的判斷力很有問題', ': 問題就是台灣真的超多人判斷力有問題啊', ': 不然 就不會有反送中幫蔡英文增加票的說法了', ': 而且重點不在台灣人判斷力 在全世界人的判斷力', ': 推', ': 用自私一點的想法  這次中國兩會 香港就是扎扎實實', ': 的幫台灣坦在前面', ': 對高雄最大傷害的是媒體吧 藍綠媒體都有夠糞', ': 不是坦 是中國打小孩給國內看 四月在那邊倒計時（倒', ': 數）幾天要武統 美國航母一來p8直接穿三亞又縮回去', ': 慫了 阿強姦不了台灣只好肛一下香港讓韭菜們打手槍', ': 不然那些韭菜褲子都脫了你要他穿回去?', ': 你覺得沒有香港問題 這次兩會會用什轉移焦點?', ': 港仔死的越慘 台灣人民凝聚力越強 所以港仔安心去吧', ': 支那事務', ': 臺港互換 走私菸的肯定沒懶趴出來叫', ': 關心但不涉入勒', ': 推個', ': 支那事務']"
333,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,"[': 香港人有部分人的金錢觀真的很靠杯 功利主義掛帥', ': 聽你一說 我都誤以為支那賤畜最高尚了', ': 港仔就是勢利眼開到最高的426', ': 看你們的推文我以為祖國已統一', ': https://i.imgur.com/Rvo2esf.jpg', ': 我認識的香港人都很物慾是真的 重視錢大過一切', ': 好像人生的意義就只剩下花錢']"
334,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,"[': 奇怪，我認識的菸粉都很支持香港', ': 怎麼怪怪的', ': 所以不支持的人就變少數啊', ': 還有大學宿舍的香港僑生', ': 屁啦討厭港仔的壓倒性超多', ': 選完不演了', ': 討厭港仔壓倒性超多的不是柯粉群嗎?', ': 柯粉大概99.9%吧', ': 我投時代力量喔，科科', ': 港仔有什麼特質有人會愛?自私吵又沒水準', ': 看來時代力量未來大概也不妙了', ': 柯粉支持的民眾黨贊成稱港仔，所以支持香港人的是柯粉', ': 吧', ': 正常人表裡如一，至少不亂喊做不到的事', ': 笑死了XD 港仔來帶什麼風向', ': 又來了,猜我是港仔還是綠糞還是五毛', ': 要撐香港是用法律去撐的不是嘴巴', ': 柯憐啊', ': 你就港仔啊 囉嗦個屁', ': 柯CF支持你們港仔欸 快去舔 我支持dpp冷眼旁觀啦 爽', ': 所以今天我變港仔了,不錯喔', ': 撐香港是用法律撐,這個說法很黃國昌', ': 可憐，如果你是台灣人還只會支持外國事務', ': 所以我到底是什麼人啦?', ': 不然要用下體稱港女?', ': 柯憐啊', ': 誰管你是誰 你跟香港一樣 一點也不重要', ': 不重要就不用在那邊猜啦,柯憐啊', ': 沒人想猜啦 自己一直要人猜 有事嗎？', ': 去舔CF看看他會不會理香港人啊XDD', ': 就跟你講不是啊,昨天還有人換了三個說法,時力支持者', ': 也很猛', ': 沒人想知道 我只知道港仔很g8', ': 昨天還乾脆說ch開頭的就是五毛,快笑死', ': 你去找那個人啊zzzz', ': 找他幹嘛,他就都猜錯啊和你一樣', ': 只是他的想像力比你豐富啦,不知道是優點還是缺點']"
335,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,[]
336,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/23,"[': 香港就以為自己是英國人的支那人', ': 反服貿跟2020大選都有香港人', ': 說港青沒幫因為你都宅著', ': 沒有香港人，台灣也會勝利好嗎？', ': 有一種努力叫做無效做功，看起來很認真，但是實際上什', ': 麼忙都幫不上', ': 難不成你覺得台灣被支那入侵，香港人可以幹嘛，還不如', ': 靠美國日本', ': 2020大選前一天我陪時力掃街一堆港人站在西門町拜託', ': 台灣人投拒絕一中的候選人', ': 韓國瑜基本上根本不可能當選啊==', ': 正常人是不可能投韓的，選前我就跟覺青朋友說根本不用', ': 看開票，韓一定輸到脫褲', ': 89萬跟550萬人表示:', ':  https://i.imgur.com/VZ2zUXY.jpg', ': 如果中共沒有被反送中遷制他的維穩經費會怎樣呢?你', ': 不要看韓國瑜是個草包,一個草包+四千億=壓死你的草', ': 包', ': 當時拍的照片 多出門吧', ': 洨英得創新高欸，至於高雄人喔，科科', ': 推foolfighter,小英當選那天的晚會上,我們也和港仔', ': 們瘋狂歡呼', ': 你也只能聲援啊，還是你想出兵香港XD', ': 沒有香港人聲援，韓國瑜還是會輸', ': 難不成你覺得這是韓國瑜落選的主因==', ': 會場旁邊的巷子裡,英粉和港仔在合唱願榮光歸香港', ':  https://i.imgur.com/YZEE8BU.jpg', ': 韓柯在2018年勝選很大的原因就是中共砸下巨大資金', ':  https://i.imgur.com/1Gp4HVx.jpg', ':  https://i.imgur.com/znJWl61.jpg', ': 台灣是主權獨立國家，香港能比嗎？', ': 港人反送中的芒果乾當然是很大的因素，是不是主因不', ': 好說，不過要說香港人都沒有幫忙台灣抗統那是良心給', ': 狗吃了', ': 我可沒說香港人沒幫忙，只是有沒有他們，韓國瑜必輸好', ': 嗎？韓粉那種鬼樣子', ': 韓國瑜當選，台灣多可怕XD 一堆根本被韓粉嚇到去投票的', ': 覺得沒幫的是原po 我個人認為那是無效做功', ': elfish123我沒有在跟你這個”中立選民”講話對吧', ': 韓粉的鬼樣子?不好意思,韓粉同樣的行為,在2018年的', ': 媒體聲量與社會輿論中完全不同', ': 原po你說港人都沒幫 幫了湧泉以報 難道你要否認香港', ': 人用血幫民進黨催票嗎？', ': 同樣的行為在2018年就是庶民,接地氣,然後幾十個你沒', ': 聽過但點閱爆量youtuber開始狂洗,後面沒中共砸巨資', ': 騙誰啊', ': 對這些2014反服貿就以身作為案例跟街頭民眾說中共不', ': 可信的香港人，你的湧泉以報呢？', ': https://i.imgur.com/ucyUC9A.jpg', ': https://i.imgur.com/5eu9dsU.jpg', ': 當成龍嘲笑台灣選舉時，香港人有出來批判嗎？ 被中共肛了', ': 才來蹭台灣', ': 9月29日，世界60個城市聯合反極權撐香港大遊行', ': 不知道foolfighter有沒有參加，當天北市還下著大雨', ': ，但人還是很多', ': 這些站出來的台灣人，不會去問香港人幫台灣做了什', ': 麼', ': 香港人該問問自己對香港又做了什麼？', ': 台灣賺了香港不少錢啊', ': 929我配港人淋雨到最後', ': 這六年港台青年算難兄難弟', ':  https://i.imgur.com/Nod8yjf.jpg', ':  https://i.imgur.com/K1iLSJU.jpg', ': 可是我是你口中的時力左膠，所以你要嘛不要一直跟我', ': 拉關係，要嘛放下對所有時力支持者的成見', ': 上一代的貪婪，把自己獻給了魔鬼，才會有這一代的苦難。', ': 323行政院那天晚上我也是被水車驅離的民眾，你昨天', ': 說時力粉去香港理工大學會賣掉港青，你就是在放屁', ': 那天晚上我在幫忙撐布幕，晚上就沒有拿手機拍到', ': 抱歉，我當時說的時力粉是superBMW', ': 如果你認為你不是這樣，那我向你個人道歉，但我也', ': 提醒你時粉有被偽冒滲透的問題', ': 反服貿有香港人???', ': 2020我是覺得沒差  正常人都知道韓輸定了', ': 只有爵卿到最後一天還覺得台灣要滅國了', ': 每個團體的粉絲都有被偽冒的問題啦  針對粉絲是本末倒置', ': 你要針對就針對網軍', ': 有些偶像的狂粉狂到想殺偶像本人  偶像也要負責嗎', ': 我猜如果發現身邊自稱同一陣營的人言論都慢慢都不一', ': 樣時是很難過的，RJ就是這樣', ': 怎麼樣的時粉才叫不被冒用XDD', ': 深綠時粉嗎？左膠時粉? 難道沒有極右派時粉', ': 去年反送中期間在推特上居然被一票「台派」給封鎖，', ': 是很震驚的事', ': 不用道歉啦，時力支持者一堆都是當初衝行政院、立法', ': 院的年輕人，說我們跟黃國昌會賣港青明顯就不是事實', ': 啊。', ': superBMW的言論跟我都只代表我們自己', ': 929那天明明就有時代力量大隊，而且我記得superBMW也', ': 是力挺港的，看不懂怎麼會吵起來', ': 時力臉書發文是有爭議 但明明敵人就中共不是嗎？', ': 在推特上封鎖我和推友的「台派」，主要是台澎黨和法', ': 理獨派的人', ': 美中都各自安插間諜在香港，情勢詭譎、台灣只能明哲保身', ': 時力黨部發文有爭議，但是黨公職人員個人沒爭議', ': 何況6/6是韓國瑜穩死是否?有閒情逸致幫助港仔不如幫罷韓', ': 先處理完自己的事情，在幫別人吃完難以達成的事項  好嗎', ': 2014年我去立法院周邊都有看到香港人在舉牌', ': 以前老港人G8眼睛長頭頂 不代表我們就要報復願意挺台', ': 灣的香港青年吧', ': 拉黑我的「法理獨派」，指的不是3Q哥這一類的人，在', ': 他們眼中3Q哥不算獨派', ': 而且美中澳 ~支那項莊舞劍、意在五眼聯盟，抓港仔是順便', ': 真正支那要抓的是美 +大英國協的間諜、香港人順便被抓', ': 那你猜我是港仔又猜我是綠糞又猜我是五毛幹嘛？', ': 過往支那自己的解放軍在港大樓都被插竊聽器，快笑死www', ': 我們也沒辦法做什麼 就只能聲援他們 最少沒必要冷嘲', ': 熱諷', ': 6/6韓國瑜死不死，對綠營來說，老實說並不重要', ': 對我有高雄人的朋友來說，動不動被嘲笑發大財  可重要囉', ': 不關心高雄卻關心港仔  本末倒置', ': 罷韓只是引子，後面還有別的節目啦', ': 我最討厭這種站在制高點政治正確、整天發號施令的傢伙', ': 318同學會XDDD', ': 和高雄比，當然關心港仔', ': 罷韓我認識的高雄人都要去投票....沒得關心', ': 韓國瑜當市長就是綠營提款機，被罷免就是中央派人', ': 掛個代理市長，香港淪陷的重要性比這嚴重', ': 我又不是學運明星，關心這個幹嘛 ~有能力就像其他的港人', ': KYT或者黃秋生 想辦法在炸彈倒數計時，跳船跑掉', ': 你跟他說不要罷韓啦！2022他來選台北會上，高雄朋友', ': 會跟我翻臉', ': 我只關心。龐貝奧會怎樣加強協防台灣、有利我們的政策', ': 港覺青只是想拖台灣地區下水而已 實際上...誰理這個低薪島', ': 比較好玩的是某些立場的人巴不得台灣人不去針對香港', ': 發言 台灣在國際上被孤立時再嘲笑沒人幫台灣發言', ': 蔡英文要處理的最重要必然是香港問題，香港人躲來台', ': 灣的事情只是香港問題的極小部分而已，其他的部分，', ': 與台灣有重大關係，至於韓導怎麼死，反正他都必死了', ': ，誰還關心', ': 有人跟我同樣想法 ~我們一頭熱；港仔還不如跑英澳紐加', ': 香港那個什麼大學的學生會長批評喵皇的言論該再拿出來複', ': 習一下嗎？', ': 樓上↑\u3000\u3000經典經典XDD', ': 還有人想要在台東蓋香港眷村  ~嘖嘖嘖!! 把原住民當白痴', ': 香港整個被習吞下，對台灣本身是極其嚴重的事情', ': 立場新聞都不篩選編輯的嗎...?這樣的文章也寫得出來啊XD', ': 先顧好自己吧 台灣哪裡來那麼多能量', ': 韓戰時候、給了蔣介石大禮包；港戰時候、蔡英文必有禮包', ': 香港只是走向該有的結局而已', ': 很多人在那邊幻想著要取代香港，那智商大概和李顯龍', ': 差不多', ': 那個立場新聞的台東香港地區吼，嫌台東不夠亂484 XD', ': 我沒說蔡英文禮包會是啥阿 ~有可能換取美軍駐高雄港', ': 還大禮包咧，要幻想總得有個限度好嗎？', ': 選前選後，港仔就看破歹灣郎欸嘴臉', ': 台東新香港村的問題  你隻字都不敢屁話', ': 好啊 ~如果你要蓋，需不需要知會地方首長、民意代表?!', ': 看來你和台澎黨的言論其實也差不多啦', ': 不是你港仔想幹嘛就幹嘛；不然只會給人覺得嘔嘔嘔嘔嘔嘔', ': 我票就投時力阿 ~台澎黨是沙小。知名度........?', ': 又在道德綁架了，可憐哪zz', ': 哈哈哈哈我也投時力 超討厭港仔 怎麼辦', ': 我不被韓粉家人控制；我也不被這種道德魔人控制  攤手:(', ': 哈哈哈。我都沒出口國罵  今天狀況超好，來慢慢耗時間XD', ': 還在為選後態度丕變找藉口', ': 台東蓋香港眷村  ˙給你3min作答，如果不回答我去睡覺了', ': 不需要跟一個救人不去掂掂自己多少斤兩的人、說廢話', ': 2minutes', ': 我們撐香港 換來民進黨完全執政呀 應該算有禮尚往來', ': 原來有人討厭港仔所以投時力(筆記)', ': PTT今天做一個民調，你會發現對港仔接受度最低一定LOL板', ': 台東蓋香港眷村幹嘛,最好是直接到台北', ': 沒為啥麼，就是自己愛幹嘛就幹嘛、破壞別人遊戲體驗', ': 0mins  時間到', ': 如果投時力的大都是這樣,那黨最後的走向還是堪憂', ': 飛過去都不敢，稱什麼稱', ': 痾 覺得不需要關心跟覺得需要關心的吵起來在幹嘛，想', ': 關心的關心，大家又不是民進黨高層，執政黨要不要有', ': 所作為，我們吵破頭有什麼用？', ': 時力一直都比民進黨關心香港 如果不支持香港 我也看不懂你', ': 支持時力幹嘛？', ': 這幾年如果台灣能守下來不被共產黨併吞，香港是用在', ': 自己肉身血淚在給台灣人示範，而且八零年代還在英屬', ': 時期，說香港人高傲我信。回歸之後，香港人哪裡高傲', ': 的起來？根本胡扯，況且我在國外遇到香港同學可都沒', ': 這問題', ': 又吵起來了 呵呵', ': 為了支那的領土到底有什麼好吵的', ': 好了啦,到底鑑定出我是港仔還是綠糞還是五毛了沒?', ': 支持時力是因為基本上他的問政符合正常人的期待，又不', ': 是因為他們支持香港人才支持時代力量的，台灣first ok', ': ?', ': 香港議題我100% 支持dpp', ': 最近很多台灣事件 香港人在推特都有幫', ': 選完不演了', ': 覺得香港人在帶風向', ': 敵人的敵人 就是自己人啊', ': 選前就不打算從法律救助香港人，所以喊關心不介入', ': 敵人的敵人 廢到沒有戰力啊', ': 只是扯台灣後腿 抱歉實話比較難聽，嘻嘻', ': 二十年前的服務生能記恨到現在wwwww', ': 這種挑撥帶風向', ': 梅雨季 染香港腳 ?', ': 對啊，港仔滾', ': 想支持就支持 不想支持也無所謂 吵那麼多有什麼意義', ': 結果這些香港人還有臉九叫台灣成立一個小香港給他們住？', ': 唇亡齒寒，今天台灣人不幫忙就算了還冷嘲熱諷，改天希望日', ': 本人美國人主動派兵援助台灣....', ': 我無法理解一樣受中國打壓最前線的台灣人對香港追求民主的', ': 人冷嘲熱諷的心態', ': 為什麼不能撐香港，而是撐了有什麼屁用？', ': 在那邊中國資金的是低能是不是', ': 不存在唇亡齒寒，香港根本連唇都當不了，廢到笑', ': 30以下的香港人可能會正常一點啦', ': 40歲以上的香港人多半是死要錢  看不起台灣', ': 這種個性是不太可能改掉的', ': 唇亡齒寒?  台灣跟香港到底是哪時候扯上這麼深的關係了?', ': 香港人先去跟新疆西藏說好嗎??', ': 新疆集中營成立多久了  香港有沒有人去幫他們抗爭?', ': 維護自由民主價值就是國家利益', ': 這篇真的太偏激，你不要活在自己跟PTT的世界好嗎，到底還', ': 有沒有朋友，現在反抗的年輕港仔跟20年前你遇到的港仔難道', ': 你覺得是同批人嗎？', ': 因為一句話香港覺醒了，只是幫台灣打對共抗戰的代理人戰爭，', ': 不撐他對台的實質影響是，下一個換台灣變成美中的前線衝突點', ': ，因為台積電，所以撐香港只是利用香港當美中衝突的施力點', ': 雖然本質上是用人道之名，暗助香港，實際上是利用香港拖老共', ': 下崗，不管港人在歷史上對台如何，在現今的國際架構下，撐', ': 港人不只是情感而是周邊國家利益', ': 推']"
337,[轉錄] 鬥魂喬巴:三個統派政黨對於香港事件操作,5/23,"[': 這誰?', ': 垃圾粉專沒轉的價值，自甘墮落', ': 你到底都在幹嘛的""1,715 人說這讚""這麼小眾到不行粉專', ': 這我一輩子都不可能會找得到 這連兩千人都沒有', ': 什麼野雞粉專都可以當側翼 而且這側翼言論我還以為是', ': 反串呢', ': 這就跟柯粉天地那個很好的阿,不難找,誰叫我現在很閒XD', ': 有時代的知道李倩怡嗎？我覺得那篇滿有趣的，不過不想轉', ': 這篇很正確啊', ': 在推特上時代力量的風評很黑,這個粉專根本不算什麼.', ': ..', ': 原來這個是側翼粉專，上次在柯昱安fb裡面看到', ': 又多一個側翼粉專??', ': 為什麼鄉民一天到晚轉垃圾文章來幫網軍衝流量啊', ': 是有分你們錢還是怎樣  好奇', ': 講的就事實啊 不合鄉民意的就是側翼粉專嗎XDD 好笑', ': 就三個爛黨一台戲', ': 轉個文也靠背靠木，難道柯文哲有給這邊的人整天幫他衝流', ': 量？你們會不會太認真', ': 覺得時代力量是統派政黨？ 哈哈可悲哈哈', ': 蠢左膠就是共產黨的形狀啊', ': 轉來笑笑也不錯', ': 要看派系 昌派有些是偏統沒錯 肥迪派就是純台派', ': 可惜去年肥迪派都被昌派鬥跨了']"
338,[討論] 支持香港對台灣有什麼好處?,5/23,"[': 你穿越回1947年的臺灣會發表什麼廢文呢?', ': 可以達到政治目的', ': 可以騙票 這是你想聽的', ': 不知道 就人道救援而已  慘R', ': 事實就是如此，所以DPP才會關心支持不介入。', ': 英國香港有什麼好處，相信你我都看到了', ': 民進黨不就贏了嗎', ': 那改成關心天安門', ': https://www.youtube.com/watch?v=TERYKWSU8Ho', ': 呵呵,我又變港仔了,柯粉和昌粉可真會猜', ': 支持香港人的台灣人很多啊', ': 不要說網路,現實生活多去看看吧,整天猜別人是港人是', ': 綠狗是五毛,沒一個猜隊的', ': 沒一個猜對的,柯憐啊', ': 我生在台灣,住在台灣,連當兵都當的比你久,柯憐啊!', ': 呵呵,原來我是港仔,不錯贊!', ': 覺青同溫層真的撐香港', ': 一直在fb轉傳相關文章', ': 傻眼', ': 我沒有香港護照啊怎麼滾啦', ': 柯憐啊', ': 還覺青同溫層咧,你以為只有fb喔', ': 其他社群媒體上的柯文哲早就完蛋了', ': 現實生活裡,辦公室裡好像也沒人挺柯挺昌的', ': 從30歲到55歲的人都一樣', ': 要他們真的跟老共宣戰才能接收', ': 多一個擋箭牌在前面啊  笨', ': 要拜託香港人在香港死撐到底  不是逃來台灣', ': 不只香港人  我覺得最應該撐的是新疆人', ': 可惜新疆人沒辦法逃來台灣', ': 操作香港議題來賣台灣價值騙票啊', ': 中台大戰的模擬戰順便看看我們壓身家的老美是否真', ': 有能耐', ': 綠島跟藍嶼給港人建國']"
339,Re: [討論] 怎樣幫香港人撐腰?,5/23,"[': 如果中共硬要撕掉中英聯合聲明,那麼依據南京條約和', ': 北京條約,香港島與九龍區就不是中國領土']"
340,[討論] 怎樣幫香港人撐腰?,5/22,"[': 推推', ': 廢文', ': 人家最近回台灣了，隔離14天', ': 中國祥欸 怎麼可能會跳']"
341,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/22,"[': 香港干台灣屁事', ': 虢國干虞國屁事,然後就一起被滅了啊!?', ': 不一樣吧 香港有牽制支那的能力嗎XDD', ': 2019年中共耗在香港大批的維穩經費,如果拿來支援韓', ': 柯選舉會怎樣?', ': 連香港干台灣屁事這種話也出來了，選前你看誰敢這樣說']"
342,Re: [討論] 大家覺得怎樣才叫真正的撐香港?,5/22,"[': 接納受迫害難民呢', ': 可以接受，問題是有地方讓他們住嗎', ': 好像你把中英聯合聲明的條款全都當空氣', ': 聯合國認證的條約都當空氣，這樣要怎樣說服美國政', ': 府保證中國能履行美中貿易協定？還是和美國也準備硬', ': 幹了？', ': 中英聯合聲明是台灣人去簽的喔，不是靠腰三小', ': 柯粉知不知道,所謂租的地方只有新界', ': 中共顯然不知道支付違反約定的代價有多大']"
343,Re: [討論] 大家支持收香港人過來嗎？,5/22,"[': 賴清：一起來舔陰菊', ': 請問哪裡給他們住', ': 你要把你家讓給他們住嗎', ': 香港人來台依現行法律辦理即可 請勿破壞維穩', ': 還不錯啊', ': 美國很注意臺灣對港人的態度', ': 讓他們來把台灣店家做名單審核藍店還是黃店嗎？', ': 這樣以後店家沒設牆給他們留言貼標語貼紙的話，會不會', ': 被號召抵制或是被砸店啊？']"
344,Re: [討論] 大家支持收香港人過來嗎？,5/22,"[': 我有客人是香港人 老實說不喜歡跟他做生意', ': 接納多元文化   Why not', ': 香港被英國殖民過  本來文化就特別', ': 誰叫臺灣人不生小孩，沒輒', ': chong17重點是台灣有地方讓他們住嗎？', ': 台灣人口已經飽和了', ': 中國人就中國人 在那細分什麼港人澳人  可憐菸狼粉', ': 台灣已經夠擠了...然後一邊哀房價一邊希望港人來台本來', ': 就很怪XDD', ': 香港人英文好，搶台灣人工作', ': 香港人就是寄生蟲', ': ptt上看到的怎麼和外面不太一樣?', ': 贊同']"
